מספר_עמוד_בלובי,URL,שם המלגה,תוכן_נקי_JSON
1,https://www.bgu.ac.il/welcome/ba/scholarship-lobby/telem/,"תל""ם - התוכנית למנהיגות","{""שם_המלגה"": ""תל\""ם - התוכנית למנהיגות"", ""תיאור_כללי"": ""תוכנית לפיתוח מנהיגות בעלת רגישות חברתית. התוכנית משלבת תוכנית עיונית בנושאים חברתיים, לצד פעילות מעשית ומגוונת עם הקהילה המקומית בתחומים שונים (צרכים מיוחדים, אוכלוסיות בסיכון ועוד)."", ""קהל_יעד"": ""סטודנטים וסטודנטיות בעלי נחיצות כלכלית מוכחת, רגישות חברתית גבוהה, רצון להעמקה בתכנים חברתיים ושאיפה להשפיע על עיצוב פני החברה הישראלית."", ""תנאי_זכאות"": ""נחיצות כלכלית מוכחת, רגישות חברתית גבוהה, רצון להעמקה בתכנים חברתיים, שאיפה להשפיע על עיצוב פני החברה הישראלית. תהליך המיונים כולל השתתפות במרכז הערכה וריאיון אישי."", ""סכום_המלגה"": ""11,000 ש\""ח לשנת פעילות"", ""תאריכי_הרשמה"": ""20.05.2025 - 15.09.2025 (בכפוף למילוי המכסה הנדרשת)"", ""התחייבויות"": ""פעילות מעשית: 3-4 שעות שבועיות לטובת פעילות בקהילה (סך כולל של 100 שעות בשנה). פעילות עיונית: השתתפות ב-4 סמינרים במהלך השנה בימי חמישי 21:00-17:00 ושישי 14:00-08:00 (סך כולל של כ-50 שעות בשנה). השתתפות במפגשי תוכן עם הקבוצה והרכז או הרכזת המלווה. השתתפות בטקס סיום השנה של המחלקה למעורבות חברתית.""}"
1,https://www.bgu.ac.il/welcome/ba/scholarship-lobby/sicket/,"תוכנית ""סיקט""","{""שם_המלגה"": ""תוכנית 'סיקט'"", ""תיאור_כללי"": ""תוכנית לקידום סטודנטיות וסטודנטים יוצאי אתיופיה באוניברסיטת בן-גוריון בנגב, המציעה מגוון הזדמנויות להצלחה, כולל מסלולי קבלה מגוונים, מלגות וסיוע כלכלי, תמיכה וליווי לאורך התואר. התוכנית מצטרפת לתכנית פוירשטיין."", ""קהל_יעד"": ""מועמדים ומועמדות בני העדה האתיופית, כולל כאלה ללא רקע אקדמי. מועמדים עם ציון פסיכומטרי בטווח של 100 נקודות מדרישות הקבלה, או במסלול 'ראויים לקידום' עם ציון 30 ומעלה."", ""תנאי_זכאות"": ""השתייכות לעדה האתיופית ועמידה באחד ממסלולי הקבלה הייחודיים של התוכנית. הזכאים מקבלים: השתתפות במימון לימודים קדם-אקדמיים, מגוון מלגות (כולל קרן דוד ומלגת 'ממדים ללימודים'), מנטורית/מלווה אקדמית, ליווי מלא ע\""י רכזת, חונכות ושיעורי עזר, סדנאות העשרה, סיוע כלכלי (מלגות מרום ודיקנאט, סבסוד שכר דירה/מעונות, החזרי נסיעות, סבסוד אבחונים, החזר בגין רכישת ספרים) וסיוע אישי (ייעוץ פסיכולוגי, התאמות שפתיות בשנת הלימודים הראשונה לתואר: הארכת זמן, שימוש במילונית והתעלמות משגיאות כתיב)."", ""סכום_המלגה"": ""התוכנית מציעה מגוון מלגות. לדוגמה: מלגת קרן דוד (עד 12,000 ₪) ומלגת 'ממדים ללימודים' (מממנת 2/3 משכר הלימוד לכל משך התואר ובתואר השני)."", ""תאריכי_הרשמה"": ""רישום פתוח עד 31/12/2030."", ""התחייבויות"": ""לא צוין במפורש כהתחייבות, אך קיימות הזדמנויות למעורבות חברתית.""}"
1,https://www.bgu.ac.il/welcome/ba/scholarship-lobby/hias/,"מלגת היא""ס לעולים","{""שם_המלגה"": ""מלגת היא\""ס לעולים"", ""תיאור_כללי"": ""היא\""ס הינו ארגון בינלאומי ותיק המסייע לפליטים, למהגרים ולעולים חדשים. מאז הקמתו בשנת 1881, תמך היא\""ס במיליוני עולים ופליטים שרצונם היה לעלות, להיקלט, להתבסס ולהתקדם בארצם החדשה. לתכנית המלגות של היא\""ס מקום חשוב במגוון השירותים שמעניק הארגון לקהילה, והיא מיועדת לקידום אוכלוסיות ובמישור הסוציו-אקונומי."", ""קהל_יעד"": ""עולים חדשים, פליטים ומהגרים"", ""תנאי_זכאות"": ""על הסטודנט להיכנס לאתר האינטרנט של הארגון ולהירשם בטופס ההרשמה למלגה."", ""סכום_המלגה"": """", ""תאריכי_הרשמה"": ""רישום סגור"", ""התחייבויות"": """"}"
1,https://www.bgu.ac.il/welcome/ba/scholarship-lobby/batyaamir/,"קרן מלגות ללימודים אקדמיים לחיילים משוחררים ע""ש בתיה עמיר ז""ל","{""שם_המלגה"": ""קרן מלגות ללימודים אקדמיים לחיילים משוחררים ע\""ש בתיה עמיר ז\""ל"", ""תיאור_כללי"": ""קרן מלגות שהוקמה על ידי המנוחה בתיה עמיר ז\""ל במטרה להעניק מלגות ללימודים אקדמיים לחיילים משוחררים. הקרן מעניקה חמש מלגות מידי שנה."", ""קהל_יעד"": ""חיילים משוחררים מצה\""ל, סטודנטים הלומדים לתואר ראשון במוסד אקדמי מחקרי, מעוטי יכולת, ועד גיל 25."", ""תנאי_זכאות"": [""חיילים משוחררים מצה\""ל."", ""סטודנטים הלומדים לימודים אקדמיים לתואר ראשון במוסד אקדמי מחקרי."", ""מעוטי יכולת."", ""סטודנטים עד גיל 25 שנה."", ""יש לשלוח את הבקשה לכתובות האימייל המצוינות (בקובץ PDF אחד) בהתאם להנחיה בטופס המצ\""ב ולצרף את המסמכים הנדרשים. בקשה שתוגש שלא על פי ההנחיות לא תטופל.""], ""סכום_המלגה"": ""3,000 ₪ לכל מלגה."", ""תאריכי_הרשמה"": ""ניתן להגיש בקשה בין החודשים אוקטובר-ינואר בכל שנת לימודים. הענקת המלגה מתקיימת בחודש פברואר."", ""התחייבויות"": ""לא צוין.""}"
1,https://www.bgu.ac.il/welcome/ba/scholarship-lobby/bitahonmilga/,"מלגת משרד הביטחון לסטודנטים שנה א' על פי ""חוק הפריפריה"" - קמפוס אילת","{""שם_המלגה"": ""מלגת משרד הביטחון לסטודנטים שנה א' על פי \""חוק הפריפריה\"" - קמפוס אילת"", ""תיאור_כללי"": ""מלגה מטעם משרד הביטחון לסטודנטים הזכאים על פי 'חוק הפריפריה', המועברת לחשבון הפיקדון האישי של הסטודנטים בין החודשים דצמבר-ינואר בשנת הלימודים העוקבת. תהליך הרישום למלגה יעשה במהלך סמסטר א' ע\""י הודעה שתישלח לסטודנטים במייל."", ""קהל_יעד"": ""סטודנטים שנה א' בקמפוס אילת, בוגרי/ות שירות צבאי ולאומי"", ""תנאי_זכאות"": ""הזכאות למלגה הינה החל מ-3 חודשים טרם סיום השירות הסדיר ולמשך 5 שנים מיום סיום השירות הסדיר. סכום המלגה יחושב על סמך קורסים אקדמיים הנלמדים ומשולמים לאוניברסיטת בן-גוריון בנגב בלבד. אין כפל מלגות (מלבד מלגת דיקן הסטודנטים)."", ""סכום_המלגה"": ""עד 10,198 ₪"", ""תאריכי_הרשמה"": ""הרישום למלגה יפתח ב-15.12.25."", ""התחייבויות"": ""לא נדרשת פעילות התנדבותית בתמורה למלגה. ניתן לבצע התנדבות בפר\""ח ולקבל 7000 ₪ בנוסף למלגה.""}"
2,https://www.bgu.ac.il/welcome/ba/scholarship-lobby/mascila/,תכנית משכילה - קמפוס אילת,"{""שם_המלגה"": ""תכנית משכילה - קמפוס אילת"", ""תיאור_כללי"": ""תוכנית לליווי אימהות יחידניות להשכלה גבוהה."", ""קהל_יעד"": ""אימהות יחידניות, אוכלוסיות סוציו-אקונומיות, אוכלוסיות בקידום"", ""תנאי_זכאות"": ""אימהות יחידניות המעוניינות בהשכלה גבוהה בקמפוס אילת; מועמדות מאוכלוסיות סוציו-אקונומיות או אוכלוסיות בקידום."", ""סכום_המלגה"": """", ""תאריכי_הרשמה"": ""רישום סגור"", ""התחייבויות"": """"}"
2,https://www.bgu.ac.il/welcome/ba/scholarship-lobby/hiseg/,קרן הישג  - קמפוס אילת,"{""שם_המלגה"": ""קרן הישג - קמפוס אילת"", ""תיאור_כללי"": ""מלגת לימודים לתואר ראשון בקמפוס אילת, המיועדת לחיילים משוחררים ששירתו כחיילים בודדים."", ""קהל_יעד"": ""חיילים משוחררים ששירתו כחיילים בודדים"", ""תנאי_זכאות"": ""שירות צבאי כחייל בודד"", ""סכום_המלגה"": ""10,000 ₪ שנתי לטובת שכר לימוד ו-1,500 ₪ חודשי במהלך כל השנה."", ""תאריכי_הרשמה"": ""החל מחודש מרץ ועד לתאריך 30/06. נכון לעכשיו, הרישום סגור."", ""התחייבויות"": ""לא צוין""}"
2,https://www.bgu.ac.il/welcome/ba/scholarship-lobby/zevik/,קרן זאביק - קמפוס אילת,"{""שם_המלגה"": ""קרן זאביק - קמפוס אילת"", ""תיאור_כללי"": ""מלגת לימודים המיועדת לתלמידי תואר ראשון ושני, יוצאי סיירת צנחנים, העומדים בתנאי זכאות ספציפיים."", ""קהל_יעד"": ""סטודנטים לתואר ראשון ושני, יוצאי סיירת צנחנים, משנה א' ומעלה, ששירתו שירות סדיר או קבע."", ""תנאי_זכאות"": ""תלמיד לתואר ראשון או שני; יוצא סיירת צנחנים; סטודנט משנה א' ומעלה; התחיל את לימודיו לא יאוחר משלוש שנים מאז השחרור מצה\""ל (שירות סדיר או קבע)."", ""סכום_המלגה"": ""לא צוין"", ""תאריכי_הרשמה"": ""רישום סגור"", ""התחייבויות"": ""לא צוין""}"
2,https://www.bgu.ac.il/welcome/ba/scholarship-lobby/knesset/,"מלגת יו""ר הכנסת - קמפוס אילת","{""שם_המלגה"": ""מלגת יו\""ר הכנסת - קמפוס אילת"", ""תיאור_כללי"": ""מלגה סוציו-אקונומית המיועדת לסטודנטים בקמפוס אילת בעלי קשיים כלכליים או בעלי צרכים מיוחדים."", ""קהל_יעד"": ""סטודנטים בקמפוס אילת, בעלי קשיים כלכליים או בעלי צרכים מיוחדים."", ""תנאי_זכאות"": ""עמידה בקריטריונים של קשיים כלכליים או בעלי צרכים מיוחדים."", ""סכום_המלגה"": ""1,500 ₪"", ""תאריכי_הרשמה"": ""רישום סגור"", ""התחייבויות"": ""לא צוין""}"
2,https://www.bgu.ac.il/welcome/ba/scholarship-lobby/klita/,מינהל הסטודנטים של משרד הקליטה - קמפוס אילת,"{""שם_המלגה"": ""מינהל הסטודנטים של משרד הקליטה - קמפוס אילת"", ""תיאור_כללי"": ""מלגת שכר לימוד לתקופה של עד 3 שנות לימוד"", ""קהל_יעד"": ""סטודנטים עולים (בפרט בקמפוס אילת)"", ""תנאי_זכאות"": ""סטודנטים עולים"", ""סכום_המלגה"": ""מלגת שכר לימוד (לעד 3 שנות לימוד)"", ""תאריכי_הרשמה"": ""רישום סגור (הגשה צוינה כ'במהלך כל השנה', אך הסטטוס הנוכחי הוא 'סגור')"", ""התחייבויות"": ""לא צוין""}"
2,https://www.bgu.ac.il/welcome/ba/scholarship-lobby/naamat-eilat/,"מלגה מטעם נעמ""ת - קמפוס אילת","{""שם_המלגה"": ""מלגה מטעם נעמ\""ת - קמפוס אילת"", ""תיאור_כללי"": ""מלגה סוציו-אקונומית מטעם נעמ\""ת המיועדת לסטודנטיות בקמפוס אילת."", ""קהל_יעד"": ""סטודנטיות שנה ב' ואילך הלומדות בקמפוס אילת."", ""תנאי_זכאות"": ""חברות הסתדרות."", ""סכום_המלגה"": ""2,000 ₪"", ""תאריכי_הרשמה"": ""רישום סגור. הגשת הבקשה הייתה עד לחודש ינואר."", ""התחייבויות"": ""לא צוין""}"
